NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
1,E2710000002201,晴明丘公園,大阪府大阪市阿倍野区阿倍野元町15,,,,1,1,,,,,34.62967918,135.5078249,
2,E2710000003201,金塚小学校（運動場）,大阪府大阪市阿倍野区旭町3-4-46,,,,1,1,,,,1,34.64248409,135.507534,
3,E2710000004201,北畠公園,大阪府大阪市阿倍野区王子町3-8,,,,1,1,,,,,34.62855257,135.5096723,
4,E2710000005201,阪南公園,大阪府大阪市阿倍野区王子町4-1,,,,1,1,,,,,34.62600305,135.5117665,
5,E2710000006201,大阪キリスト教短期大学（運動場）,大阪府大阪市阿倍野区丸山通1-3-61,,,,1,1,,,,1,34.63687849,135.5070391,
6,E2710000007201,丸山小学校（運動場）,大阪府大阪市阿倍野区丸山通1-4-43,,,,1,1,,,,1,34.6366551,135.5086426,
7,E2710000008201,共立児童遊園,大阪府大阪市阿倍野区共立通1-1,,,,1,1,,,,,34.63981802,135.50866,
8,E2710000009201,大谷高等学校（運動場）,大阪府大阪市阿倍野区共立通2-8-4,,,,1,1,,,,1,34.63867146,135.5059908,
9,E2710000010201,阪南西公園,大阪府大阪市阿倍野区阪南町1-19,,,,1,1,,,,,34.63716349,135.5128626,
10,E2710000011201,阪南北公園,大阪府大阪市阿倍野区阪南町1-23,,,,1,1,,,,,34.63671072,135.51508,
11,E2710000012201,苗代小学校（運動場）,大阪府大阪市阿倍野区阪南町1-26-30,,,,1,1,,,,1,34.63539605,135.5166186,
12,E2710000013201,阿倍野高等学校（運動場）,大阪府大阪市阿倍野区阪南町1-30-34,,,,1,1,,,,1,34.63543583,135.5147953,
13,E2710000015201,阪南中公園,大阪府大阪市阿倍野区阪南町1-49,,,,1,1,,,,,34.63359613,135.5147305,
14,E2710000017201,阿倍野小学校（運動場）,大阪府大阪市阿倍野区阪南町2-17-21,,,,1,1,,,,1,34.6318052,135.5132728,
15,E2710000018201,新阪南公園,大阪府大阪市阿倍野区阪南町3-34,,,,1,1,,,,,34.62767778,135.5149829,
16,E2710000020201,阪南小学校（運動場）,大阪府大阪市阿倍野区阪南町5-7-40,,,,1,1,,,,1,34.62421824,135.5124396,
17,E2710000021201,阪南播磨公園,大阪府大阪市阿倍野区阪南町6-3,,,,1,1,,,,,34.62099,135.511404,
18,E2710000022201,三明北公園,大阪府大阪市阿倍野区三明町1-4,,,,1,1,,,,,34.64225017,135.5214486,
19,E2710000023201,大阪府立天王寺高等学校,大阪府大阪市阿倍野区三明町2-4-23,,,,1,1,,,,1,34.639777,135.52098,
20,E2710000024201,三明町公園,大阪府大阪市阿倍野区三明町2-9,,,,1,1,,,,,34.63991921,135.5193825,
21,E2710000025201,桃山学院高等学校（運動場）,大阪府大阪市阿倍野区昭和町3-1-64,,,,1,1,,,,1,34.6294191,135.5173339,
22,E2710000026201,阿倍野中学校（運動場）,大阪府大阪市阿倍野区昭和町3-2-4,,,,1,1,,,,1,34.62829737,135.5184045,
23,E2710000028201,大阪教育大学附属天王寺小学校（運動場）,大阪府大阪市阿倍野区松崎町1-2-45,,,,1,1,,,,1,34.64441883,135.5184836,
24,E2710000030201,常盤小学校（運動場）,大阪府大阪市阿倍野区松崎町3-11-12,,,,1,1,,,,1,34.64101551,135.5171873,
25,E2710000031201,常盤公園,大阪府大阪市阿倍野区松崎町3-2,,,,1,1,,,,,34.6418175,135.5178512,
26,E2710000033201,松崎公園,大阪府大阪市阿倍野区松崎町3-7,,,,1,1,,,,,34.64155825,135.5136889,
27,E2710000034201,まつむし広場,大阪府大阪市阿倍野区松虫通1-2,,,,1,1,,,,,34.63669135,135.5096554,
28,E2710000035201,聖天山公園,大阪府大阪市阿倍野区松虫通3-2,,,,1,1,,,,,34.63580788,135.5035371,
29,E2710000036201,松虫中学校（運動場）,大阪府大阪市阿倍野区松虫通3-4-45,,,,1,1,,,,1,34.6347869,135.5048297,
30,E2710000037201,晴明丘小学校（運動場）,大阪府大阪市阿倍野区晴明通10-34,,,,1,1,,,,1,34.63214769,135.5039757,
31,E2710000038201,晴明通児童遊園,大阪府大阪市阿倍野区晴明通3,,,,1,1,,,,,34.63313647,135.5075313,
32,E2710000039201,晴明丘相生公園,大阪府大阪市阿倍野区相生通2-7,,,,1,1,,,,,34.63043184,135.5034128,
33,E2710000040201,長池公園,大阪府大阪市阿倍野区長池町14,,,,1,1,,,,,34.62183754,135.5186252,
34,E2710000042201,長池小学校（運動場）,大阪府大阪市阿倍野区長池町20-26,,,,1,1,,,,1,34.621983,135.517166,
35,E2710000043201,晴明丘南小学校（運動場）,大阪府大阪市阿倍野区帝塚山1-23-8,,,,1,1,,,,1,34.6244008,135.4964423,
36,E2710000045201,八反田児童遊園,大阪府大阪市阿倍野区天王寺町南1-6,,,,1,1,,,,,34.64282928,135.522187,
37,E2710000047201,高松南公園,大阪府大阪市阿倍野区天王寺町南3-12,,,,1,1,,,,,34.63986192,135.5259604,
38,E2710000048201,睦児童遊園,大阪府大阪市阿倍野区天王寺町北2-2,,,,1,1,,,,,34.6473713,135.524812,
39,E2710000049201,曙児童遊園,大阪府大阪市阿倍野区天王寺町北2-24,,,,1,1,,,,,34.64492786,135.5231687,
40,E2710000050201,高松公園,大阪府大阪市阿倍野区天王寺町北3-17,,,,1,1,,,,,34.64382969,135.5244767,
41,E2710000051201,高松小学校（運動場）,大阪府大阪市阿倍野区天王寺町北3-17-19,,,,1,1,,,,1,34.64346678,135.5252788,
42,E2710000053201,あべの翔学高等学校（運動場）,大阪府大阪市阿倍野区天王寺南町2-8-19,,,,1,1,,,,,34.64189382,135.5262322,
43,E2710000054201,桃ヶ池公園,大阪府大阪市阿倍野区桃ケ池町1,,,,1,1,,,,,34.63075519,135.5214424,
44,E2710000055201,昭和中学校（運動場）,大阪府大阪市阿倍野区桃ケ池町2-3-17,,,,1,1,,,,1,34.62834529,135.5213311,
45,E2710000056201,播磨大領公園,大阪府大阪市阿倍野区播磨町3-4,,,,1,1,,,,,34.61796029,135.5083456,
46,E2710000057201,文の里中学校（運動場）,大阪府大阪市阿倍野区美章園1-5-52,,,,1,1,,,,1,34.63955552,135.5224141,
47,E2710000058201,美章園公園,大阪府大阪市阿倍野区美章園2-13,,,,1,1,,,,,34.63907514,135.525232,
48,E2710000059201,工芸高等学校（運動場）,大阪府大阪市阿倍野区文の里1-7-2,,,,1,1,,,,1,34.63865653,135.5192286,
49,E2710000060201,明浄学院高等学校（運動場）,大阪府大阪市阿倍野区文の里3-15-7,,,,1,1,,,,1,34.63514602,135.5212963,
50,E2710000061201,文の里公園,大阪府大阪市阿倍野区文の里3-6,,,,1,1,,,,,34.63634157,135.5217673,
51,E2710000062201,阪南中学校（運動場）,大阪府大阪市阿倍野区北畠1-16-24,,,,1,1,,,,1,34.62655923,135.5063467,
52,E2710000063201,晴明丘中央公園,大阪府大阪市阿倍野区北畠1-18,,,,1,1,,,,,34.62610211,135.5051816,
53,E2710000064201,住吉高等学校（運動場）,大阪府大阪市阿倍野区北畠2-4-1,,,,1,1,,,,1,34.62727649,135.5040696,
54,E2710000065201,晴明丘西公園,大阪府大阪市阿倍野区北畠3-3,,,,1,1,,,,,34.62965184,135.5001863,
55,E2710000066201,高殿西公園,大阪府大阪市旭区高殿1-3,,,,1,,,,,,34.71888899,135.5347615,
56,E2710000067201,西浪橋公園,大阪府大阪市旭区高殿1-9,,,,1,1,,,,,34.7210723,135.5329266,
57,E2710000069201,市営高殿西第４住宅１号館,大阪府大阪市旭区高殿2-16-1,1,,,,1,,,,,34.719559,135.536481,
58,E2710000070201,高殿南公園,大阪府大阪市旭区高殿2-4,,,,1,1,,,,,34.71645972,135.537199,
59,E2710000071202,高殿南小学校（運動場）,大阪府大阪市旭区高殿3-10-30,,,,1,1,,,,1,34.71426773,135.5393934,
60,E2710000071201,高殿南小学校,大阪府大阪市旭区高殿3-10-30,1,,,,1,,,,1,34.71392819,135.5394023,
61,E2710002993201,市営高殿西住宅３号館,大阪府大阪市旭区高殿3-25,1,,,,1,,,,,34.715702,135.540619,
62,E2710002992201,市営高殿西住宅２号館,大阪府大阪市旭区高殿3-26-2,1,,,,1,,,,,34.716042,135.540605,
63,E2710002991201,市営高殿西住宅１号館,大阪府大阪市旭区高殿3-32-1,1,,,,1,,,,,34.716487,135.540567,
64,E2710000072201,高殿南三公園,大阪府大阪市旭区高殿3-5,,,,1,1,,,,,34.71293792,135.5395723,
65,E2710000073201,高殿南四公園,大阪府大阪市旭区高殿4-7,,,,1,1,,,,,34.71501866,135.5417274,
66,E2710000076201,市営高殿西住宅９号館,大阪府大阪市旭区高殿5-1-9,1,,,,1,,,,,34.71771357,135.5385231,
67,E2710000074201,市営高殿北住宅１号館,大阪府大阪市旭区高殿5-12-1,1,,,,1,,,,,34.71994645,135.5394974,
68,E2710000075201,市営高殿北住宅２号館,大阪府大阪市旭区高殿5-12-2,1,,,,1,,,,,34.72043588,135.5395028,
69,E2710000077201,市営高殿西住宅８号館,大阪府大阪市旭区高殿5-2-8,1,,,,1,,,,,34.71701614,135.53958,
70,E2710000078201,大阪府立旭高等学校（運動場）,大阪府大阪市旭区高殿5-6-41,,,,1,,,,,1,34.71766623,135.5420075,
71,E2710000079201,旭公園,大阪府大阪市旭区高殿5-7,,,,1,,,,,,34.71843343,135.5408775,
72,E2710000080202,旭陽中学校（運動場）,大阪府大阪市旭区高殿5-9-31,,,,1,,,,,1,34.71893319,135.5395811,
73,E2710000080201,旭陽中学校,大阪府大阪市旭区高殿5-9-31,1,,,,1,,,,1,34.71830266,135.5401104,
74,E2710003008201,市営高殿住宅２号館,大阪府大阪市旭区高殿6-19,1,,,,1,,,,,34.718952,135.545272,
75,E2710003009201,市営高殿住宅１号館,大阪府大阪市旭区高殿6-21,1,,,,1,,,,,34.719119,135.544016,
76,E2710000082201,特別養護老人ホーム「ゆうゆう」,大阪府大阪市旭区高殿6-24-12,1,,,,1,,,,1,34.719234,135.546527,
77,E2710000083202,高殿小学校（運動場）,大阪府大阪市旭区高殿6-9-10,,,,1,,,,,1,34.71791687,135.5433754,
78,E2710000083201,高殿小学校,大阪府大阪市旭区高殿6-9-10,1,,,,1,,,,1,34.71786984,135.5429766,
79,E2710000084201,高殿７公園,大阪府大阪市旭区高殿7-15,,,,1,1,,,,,34.71769903,135.5491489,
80,E2710000085201,今市公園,大阪府大阪市旭区今市2-7,,,,1,1,,,,,34.72658882,135.5539215,
81,E2710000086201,新森南公園,大阪府大阪市旭区新森1-4,,,,1,1,,,,,34.71606246,135.5501513,
82,E2710000087201,新森南小公園,大阪府大阪市旭区新森1-7,,,,1,1,,,,,34.71723928,135.5516275,
83,E2710002943201,森小路スマイルガーデン,大阪府大阪市旭区新森2-3-4,1,,,,,,,,,34.71885,135.551934,
84,E2710002942201,"介護付有料老人ホーム
「グランドホームゆとりえ」",大阪府大阪市旭区新森3-1-10,1,,,,,,,,,34.719428,135.552696,
85,E2710000088201,新森北公園,大阪府大阪市旭区新森3-12,,,,1,1,,,,,34.72010351,135.5542408,
86,E2710000089201,セントポリア新森公園,大阪府大阪市旭区新森4-1-27,1,,,,1,,,,,34.715427,135.556769,
87,E2710000090201,新森中央公園,大阪府大阪市旭区新森4-22,,,,1,1,,,,,34.7181162,135.556771,
88,E2710000091202,新森小路小学校（運動場）,大阪府大阪市旭区新森6-3-13,,,,1,1,,,,1,34.71595272,135.5619531,
89,E2710000091201,新森小路小学校,大阪府大阪市旭区新森6-3-13,1,,,,1,,,,1,34.71637327,135.5620322,
90,E2710000092202,旭東中学校（運動場）,大阪府大阪市旭区新森6-7-25,,,,1,1,,,,1,34.71784448,135.5614463,
91,E2710000092201,旭東中学校,大阪府大阪市旭区新森6-7-25,1,,,,1,,,,1,34.71740795,135.5612889,
92,E2710000093201,新森東公園,大阪府大阪市旭区新森6-8,,,,1,1,,,,,34.71816644,135.5630406,
93,E2710000095201,森小路南公園,大阪府大阪市旭区森小路1-12,,,,1,1,,,,,34.7209896,135.5489982,
94,E2710000096201,森小路東公園,大阪府大阪市旭区森小路1-7,,,,1,1,,,,,34.72025556,135.5500809,
95,E2710000097201,古市小学校,大阪府大阪市旭区森小路2-10-35,1,,,,1,,,,1,34.72273701,135.5514022,
96,E2710000097202,古市小学校（運動場）,大阪府大阪市旭区森小路2-10-35,,,,1,1,,,,1,34.72227479,135.5514925,
97,E2710000098201,森小路公園,大阪府大阪市旭区森小路2-5,,,,1,1,,,,,34.72357101,135.5497472,
98,E2710000099201,清水南公園,大阪府大阪市旭区清水2-13,,,,1,1,,,,,34.72188966,135.5589642,
99,E2710000100201,清水小公園,大阪府大阪市旭区清水2-6,,,,1,1,,,,,34.72098373,135.5586884,
100,E2710000102201,清水中公園,大阪府大阪市旭区清水3-31,,,,1,1,,,,,34.72371803,135.5601239,
101,E2710000103201,清水北公園,大阪府大阪市旭区清水3-9,,,,1,1,,,,,34.72475857,135.5576455,
102,E2710000104201,市営両国住宅１号館,大阪府大阪市旭区清水4-11-1,1,,,,1,,,,,34.72191989,135.5640438,
103,E2710000105201,両国町公園,大阪府大阪市旭区清水4-12,,,,1,1,,,,,34.72188835,135.5648217,
104,E2710000106201,清水小学校,大阪府大阪市旭区清水5-1-12,1,,,,1,,,,1,34.7231912,135.5614983,
105,E2710000106202,清水小学校（運動場）,大阪府大阪市旭区清水5-1-12,,,,1,1,,,,1,34.72292519,135.5615805,
106,E2710000107201,市営両国住宅５号館,大阪府大阪市旭区清水5-4-5,1,,,,1,,,,,34.72248754,135.5634643,
107,E2710000108202,生江小学校（運動場）,大阪府大阪市旭区生江1-10-21,,,,1,1,,,,1,34.72295825,135.5375452,
108,E2710000108201,生江小学校,大阪府大阪市旭区生江1-10-21,1,,,,1,,,,1,34.72327497,135.5375461,
109,E2710000109201,生江西公園,大阪府大阪市旭区生江1-2,,,,1,1,,,,,34.72211379,135.5354087,
110,E2710000110201,生江南公園,大阪府大阪市旭区生江1-4,,,,1,1,,,,,34.72334321,135.5348999,
111,E2710000111201,生江東公園,大阪府大阪市旭区生江2-11,,,,1,1,,,,,34.72464388,135.5375499,
112,E2710000112201,市営新生江住宅２号館,大阪府大阪市旭区生江3-16-2,1,,,,1,,,,,34.728543,135.535569,
113,E2710000114201,市営新生江住宅３号館,大阪府大阪市旭区生江3-20-3,1,,,,1,,,,,34.72816,135.5343,
114,E2710000115201,市営新生江住宅１号館,大阪府大阪市旭区生江3-21-1,1,,,,1,,,,,34.728679,135.533872,
115,E2710000116201,市営生江住宅９号館,大阪府大阪市旭区生江3-24-9,1,,,,1,,,,,34.729282,135.534581,
116,E2710000119201,城北公園,大阪府大阪市旭区生江3-29,,,,1,1,1,,,,34.72886833,135.5380794,
117,E2710000120201,赤川南公園,大阪府大阪市旭区赤川1-4,,,,1,1,,,,,34.7234066,135.5322629,
118,E2710000121201,特別養護老人ホーム「あいあい」,大阪府大阪市旭区赤川1-6-12,1,,,,1,,,,1,34.722426,135.532735,
119,E2710000122201,"特別養護老人ホーム「ライフライト」
並びにケアハウス「ライフフェア」",大阪府大阪市旭区赤川2-1-20,1,,,,1,,,,1,34.724396,135.531204,
120,E2710000123201,城北小学校,大阪府大阪市旭区赤川3-13-47,1,,,,1,,,,1,34.72786141,135.5296282,
121,E2710000123202,城北小学校（運動場）,大阪府大阪市旭区赤川3-13-47,,,,1,1,,,,1,34.72738379,135.5298553,
122,E2710000125201,赤川公園,大阪府大阪市旭区赤川4-21,,,,1,1,,,,,34.72919551,135.5304891,
123,E2710000126201,千林公園,大阪府大阪市旭区千林2-9,,,,1,1,,,,,34.72472739,135.551316,
124,E2710000127202,太子橋小学校（運動場）,大阪府大阪市旭区太子橋1-12-15,,,,1,1,,,,1,34.73225064,135.5543202,
125,E2710000127201,太子橋小学校,大阪府大阪市旭区太子橋1-12-15,1,,,,1,,,,1,34.73258128,135.554136,
126,E2710000129201,太子橋西公園,大阪府大阪市旭区太子橋1-17,,,,1,1,,,,,34.73268979,135.5520468,
127,E2710000130201,太子橋南公園,大阪府大阪市旭区太子橋1-8,,,,1,1,,,,,34.73026219,135.5509056,
128,E2710000131201,市営今市住宅１号館,大阪府大阪市旭区太子橋1-9-1,1,,,,1,,,,,34.7307933,135.550717,
129,E2710000132201,太子橋中公園,大阪府大阪市旭区太子橋2-7,,,,1,1,,,,,34.73579778,135.5560326,
130,E2710000133201,淀川工科高等学校（運動場）,大阪府大阪市旭区太子橋3-1-32,,,,1,1,,,,1,34.7360633,135.5599962,
131,E2710000134201,太子橋東公園,大阪府大阪市旭区太子橋3-3,,,,1,1,,,,,34.73853234,135.5592314,
132,E2710000135201,市営橋寺住宅１号館,大阪府大阪市旭区太子橋3-8-1,1,,,,1,,,,,34.73938686,135.5587442,
133,E2710000136201,大宮南公園,大阪府大阪市旭区大宮1-1,,,,1,,,,,,34.72081736,135.5449258,
134,E2710000137201,大宮中公園,大阪府大阪市旭区大宮3-1,,,,1,1,,,,,34.72585543,135.5452101,
135,E2710000138201,大宮ふれあい公園,大阪府大阪市旭区大宮4-2,,,,1,1,,,,,34.72714245,135.5455946,
136,E2710000139202,大宮小学校（運動場）,大阪府大阪市旭区大宮4-9-16,,,,1,1,,,,1,34.72708383,135.5467477,
137,E2710000139201,大宮小学校,大阪府大阪市旭区大宮4-9-16,1,,,,1,,,,1,34.72737628,135.5468908,
138,E2710000140201,大宮北公園,大阪府大阪市旭区大宮5,,,,1,1,,,,,34.730652430726,135.54651138875,
139,E2710000141201,市営城北住宅１３号館,大阪府大阪市旭区大宮5-1-13,1,,,,1,,,,,34.7293793,135.5462735,
140,E2710000142201,大阪府立思斉支援学校（運動場）,大阪府大阪市旭区大宮5-11-7,,,,1,1,,,,1,34.730526,135.5490064,
141,E2710000143201,市営大宮住宅１号館,大阪府大阪市旭区大宮5-12-1,1,,,,1,,,,,34.73057305,135.5500698,
142,E2710000144201,今市中学校,大阪府大阪市旭区大宮5-13-40,1,,,,1,,,,1,34.73241653,135.549881,
143,E2710000144202,今市中学校（運動場）,大阪府大阪市旭区大宮5-13-40,,,,1,1,,,,1,34.73201094,135.5495019,
144,E2710000145201,常翔学園中学校・高等学校　東館,大阪府大阪市旭区大宮5-16-1,1,,,,1,,,,1,34.731076557408,135.54704549339,
145,E2710000146201,市営城北住宅１４号館,大阪府大阪市旭区大宮5-2-14,1,,,,1,,,,,34.72950921,135.547642,
146,E2710000147201,市営城北住宅１５号館,大阪府大阪市旭区大宮5-7-15,1,,,,1,,,,,34.729895,135.547583,
147,E2710000148201,市営城北住宅１２号館,大阪府大阪市旭区大宮5-8-12,1,,,,1,,,,,34.72976727,135.5462091,
148,E2710000149201,市営城北住宅１号館,大阪府大阪市旭区大宮5-9-1,1,,,,1,,,,,34.73016873,135.5460929,
149,E2710000150201,市営城北住宅２号館,大阪府大阪市旭区大宮5-9-2,1,,,,1,,,,,34.73011142,135.5456101,
150,E2710000151201,中宮１公園,大阪府大阪市旭区中宮1-11,,,,1,1,,,,,34.72092223,135.5420911,
151,E2710000152201,大宮西小学校,大阪府大阪市旭区中宮1-8-14,1,,,,1,,,,1,34.72278622,135.5417532,
152,E2710000152202,大宮西小学校（運動場）,大阪府大阪市旭区中宮1-8-14,,,,1,,,,,1,34.72255768,135.5415042,
153,E2710000153201,江野公園,大阪府大阪市旭区中宮2-18,,,,1,,,,,,34.72351078,135.5420339,
154,E2710000154201,大宮中学校,大阪府大阪市旭区中宮4-7-11,1,,,,1,,,,1,34.72665526,135.5411655,
155,E2710000154202,大宮中学校（運動場）,大阪府大阪市旭区中宮4-7-11,,,,1,1,,,,1,34.72698593,135.541296,
156,E2710000155201,市営城北中宮住宅１号館,大阪府大阪市旭区中宮5-1-1,1,,,,1,,,,,34.7286136,135.540783,
157,E2710000156201,市岡中学校,大阪府大阪市港区磯路1-5-21,1,,,,1,,,,1,34.66662191,135.461659,
158,E2710000156202,市岡中学校（運動場）,大阪府大阪市港区磯路1-5-21,,,,1,,,,,1,34.66673717,135.4624516,
159,E2710000157201,ライフ弁天町店,大阪府大阪市港区磯路1-9-25,1,,,,1,,,,,34.66752564,135.4610829,
160,E2710000158201,磯路中央公園,大阪府大阪市港区磯路2-17,,,,1,,,,,,34.66580813,135.4588055,
161,E2710000159201,日本交通株式会社　弁天営業所,大阪府大阪市港区磯路2-23-27,1,,,,1,,,,,34.666026,135.457074,
162,E2710000160201,メゾンシルク,大阪府大阪市港区磯路3-14-2,1,,,,1,,,,,34.66358,135.456932,
163,E2710000161201,みなと生協診療所,大阪府大阪市港区磯路3-3-4,1,,,,1,,,,,34.66423489,135.4582445,
164,E2710000162202,磯路小学校（運動場）,大阪府大阪市港区磯路3-7-7,,,,1,,,,,1,34.6653567,135.4567555,
165,E2710000162201,磯路小学校,大阪府大阪市港区磯路3-7-7,1,,,,1,,,,1,34.66523316,135.4571829,
166,E2710000163201,大阪みなとドライビングスクール,大阪府大阪市港区磯路3-9-15,1,,,,1,,,,,34.66550166,135.4545521,
167,E2710000164201,ホテルシーガルてんぽーざん大阪,大阪府大阪市港区海岸通1-5-15,1,,,,1,,,,,34.65319497,135.4294235,
168,E2710000165201,中谷ビル,大阪府大阪市港区海岸通1-5-22,1,,,,1,,,,,34.65279995,135.4301602,
169,E2710000166201,㈱間口　本社ビル,大阪府大阪市港区海岸通1-5-29,1,,,,1,,,,,34.65258116,135.4298084,
170,E2710000167201,海岸通ハウス,大阪府大阪市港区海岸通2-7-23,1,,,,1,,,,,34.65147279,135.4383092,
171,E2710000168201,日本通運㈱　中央国際物流センター,大阪府大阪市港区海岸通3-4-55,1,,,,1,,,,,34.64807671,135.4423191,
172,E2710000169201,港晴小学校,大阪府大阪市港区港晴1-3-12,1,,,,1,,,,1,34.65662821,135.4440122,
173,E2710000169202,港晴小学校（運動場）,大阪府大阪市港区港晴1-3-12,,,,1,,,,,1,34.65648535,135.4445285,
174,E2710000170201,市営八幡屋宝町第３住宅１号館,大阪府大阪市港区港晴1-6-1,1,,,,1,,,,,34.65573435,135.4438785,
175,E2710000171201,市営八幡屋宝町第２住宅１号館,大阪府大阪市港区港晴2-3-1,1,,,,1,,,,,34.65560471,135.4422706,
176,E2710000172201,市営八幡屋宝町住宅１号館,大阪府大阪市港区港晴2-5,1,,,,1,,,,,34.65495597,135.4435726,
177,E2710000173201,港晴南公園,大阪府大阪市港区港晴2-8,,,,1,,,,,,34.65552477,135.4412919,
178,E2710000176201,パークシティ朝潮橋,大阪府大阪市港区港晴3-1-12,1,,,,1,,,,,34.65827615,135.4445218,
179,E2710000175201,港晴東公園,大阪府大阪市港区港晴3-11,,,,1,,,,,,34.65914821,135.4418849,
180,E2710000177201,ティアラ港,大阪府大阪市港区港晴3-2-10,1,,,,1,,,,,34.65770504,135.4432418,
181,E2710000178201,港晴北公園,大阪府大阪市港区港晴4-17,,,,1,,,,,,34.65723246,135.4400152,
182,E2710000179201,株式会社メロスビル,大阪府大阪市港区港晴4-18-29,1,,,,1,,,,,34.657878,135.4399393,
183,E2710000180201,奥村組土木興業㈱　本社ビル,大阪府大阪市港区三先1-11-18,1,,,,1,,,,,34.66072099,135.4527291,
184,E2710000182201,港南公園,大阪府大阪市港区三先1-5,,,,1,,,,,,34.66101544,135.456607,
185,E2710000183201,港南中学校,大阪府大阪市港区三先1-5-28,1,,,,1,,,,1,34.66025749,135.456796,
186,E2710000183202,港南中学校（運動場）,大阪府大阪市港区三先1-5-28,,,,1,,,,,1,34.66049135,135.4572215,
187,E2710000184201,三先住宅１０号館,大阪府大阪市港区三先2-17,1,,,,1,,,,,34.658381,135.45141,
188,E2710000185201,ファミリープラザ朝潮橋,大阪府大阪市港区三先2-20-1,1,,,,1,,,,,34.657484,135.4534,
189,E2710000186201,三先公園,大阪府大阪市港区三先2-3,,,,1,,,,,,34.6597365,135.4525066,
190,E2710000187202,三先小学校（運動場）,大阪府大阪市港区三先2-6-32,,,,1,,,,,1,34.65902256,135.4529996,
191,E2710000187201,三先小学校,大阪府大阪市港区三先2-6-32,1,,,,1,,,,1,34.65884165,135.4531963,
192,E2710002988201,キングマンション市岡みなとベルクス,大阪府大阪市港区市岡1-1-1,1,,,,1,,,,,34.665276,135.463943,
193,E2710000188201,市岡西公園,大阪府大阪市港区市岡1-15,,,,1,,,,,,34.6636143,135.4606195,
194,E2710000190201,市岡中央公園,大阪府大阪市港区市岡1-3,,,,1,,,,,,34.66378427,135.4636276,
195,E2710002989201,浄土真宗本願寺派（西本願寺）西明寺,大阪府大阪市港区市岡2-1-4,1,,,,1,,,,,34.663319,135.459686,
196,E2710000192201,キコーナ市岡店,大阪府大阪市港区市岡2-5-10,1,,,,1,,,,,34.66277799,135.4586325,
197,E2710000193201,ヤマト工業㈱　市岡社員寮,大阪府大阪市港区市岡3-11-14,1,,,,1,,,,,34.66253912,135.4637277,
198,E2710000194201,市岡小学校,大阪府大阪市港区市岡3-2-24,1,,,,1,,,,1,34.66363193,135.4647366,
199,E2710000194202,市岡小学校（運動場）,大阪府大阪市港区市岡3-2-24,,,,1,,,,,1,34.66331866,135.4646633,
200,E2710000195201,エトワール山村,大阪府大阪市港区市岡3-3-5,1,,,,1,,,,,34.66268607,135.4653937,
201,E2710000196201,市岡浜公園,大阪府大阪市港区市岡4-2,,,,1,,,,,,34.66079518,135.4625362,
202,E2710000197201,市岡公園,大阪府大阪市港区市岡4-6,,,,1,,,,,,34.65983799,135.4616561,
203,E2710000198201,がんこフードサービス　商品センター,大阪府大阪市港区市岡4-6-69,1,,,,1,,,,,34.65918434,135.4609363,
204,E2710000199201,太陽ファスナー㈱　本社ビル,大阪府大阪市港区市岡元町1-3-18,1,,,,1,,,,,34.6710961,135.468337,
205,E2710000200201,㈱ツガワ工場,大阪府大阪市港区市岡元町1-4-5,1,,,,1,,,,,34.6701607,135.4692346,
206,E2710000201201,㈱日本電商　西営業所ビル,大阪府大阪市港区市岡元町1-6-28,1,,,,1,,,,,34.66832278,135.4696278,
207,E2710000202201,大阪府立市岡高等学校,大阪府大阪市港区市岡元町2-12-12,1,,,,1,,,,1,34.66745104,135.4663128,
208,E2710000202202,大阪府立市岡高等学校（運動場）,大阪府大阪市港区市岡元町2-12-12,,,,1,,,,,1,34.66777864,135.4667465,
209,E2710000203201,市岡小公園,大阪府大阪市港区市岡元町2-9,,,,1,,,,,,34.66873314,135.4668949,
210,E2710000204201,市岡元町公園,大阪府大阪市港区市岡元町3-12,,,,1,,,,,,34.66688449,135.4645292,
211,E2710000205202,市岡東中学校（運動場）,大阪府大阪市港区市岡元町3-2-18,,,,1,,,,,1,34.66719937,135.4654057,
212,E2710000205201,市岡東中学校,大阪府大阪市港区市岡元町3-2-18,1,,,,1,,,,1,34.66695836,135.4650852,
213,E2710000206201,大塚倉庫㈱　本社ビル,大阪府大阪市港区石田1-3-16,1,,,,1,,,,,34.66874596,135.4534268,
214,E2710000207202,港中学校（運動場）,大阪府大阪市港区池島1-5-35,,,,1,,,,,1,34.65726721,135.4488409,
215,E2710000207201,港中学校,大阪府大阪市港区池島1-5-35,1,,,,1,,,,1,34.65756726,135.4485119,
216,E2710000208201,池島公園,大阪府大阪市港区池島2-4,,,,1,,,,,,34.65694713,135.4519769,
217,E2710000209201,池島小学校,大阪府大阪市港区池島2-5-47,1,,,,1,,,,1,34.65553793,135.4511944,
218,E2710000209202,池島小学校（運動場）,大阪府大阪市港区池島2-5-47,,,,1,,,,,1,34.65498634,135.4511908,
219,E2710002918201,市営池島住宅５号棟,大阪府大阪市港区池島2-6-5,1,,,,1,,,,,34.655813,135.450509,
220,E2710002919201,市営池島住宅６号棟,大阪府大阪市港区池島2-6-6,1,,,,1,,,,,34.655852,135.450976,
