NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
2657,E2710002325201,市営長吉長原西第２住宅１号館,大阪府大阪市平野区長吉長原西3-6,1,,,,,,,,,34.60118583,135.5661965,
2658,E2710002326201,市営長吉長原西第２住宅２号館,大阪府大阪市平野区長吉長原西3-6-2,1,,,,,,,,,34.601659,135.565799,
2659,E2710002327201,長吉西中学校,大阪府大阪市平野区長吉長原西3-8-21,1,,,,,,,,1,34.60067058,135.566282,
2660,E2710002327202,長吉西中学校（運動場）,大阪府大阪市平野区長吉長原西3-8-21,,,,1,1,,,,1,34.60049837,135.5654738,
2661,E2710002328202,長吉西中学前公園,大阪府大阪市平野区長吉長原西3-9,,,,1,1,,,,,34.60072359,135.5671342,
2662,E2710002328201,市営長吉長原西住宅１号館,大阪府大阪市平野区長吉長原西3-9,1,,,,,,,,,34.60037892,135.5675961,
2663,E2710002329201,市営長吉長原東住宅８号館,大阪府大阪市平野区長吉長原東1-11,1,,,,,,,,,34.60402177,135.5770661,
2664,E2710002330201,市営長吉長原東住宅９号館,大阪府大阪市平野区長吉長原東1-5,1,,,,,,,,,34.60392463,135.5761702,
2665,E2710002331202,長吉中学校（運動場）,大阪府大阪市平野区長吉長原東1-6-15,,,,1,1,,,,1,34.60480732,135.5760195,
2666,E2710002331201,長吉中学校,大阪府大阪市平野区長吉長原東1-6-15,1,,,,,,,,1,34.60535703,135.5758032,
2667,E2710002332201,市営長吉長原東住宅５号館,大阪府大阪市平野区長吉長原東1-8,1,,,,,,,,,34.60603077,135.5771412,
2668,E2710002333202,市営長吉長原東住宅６号館,大阪府大阪市平野区長吉長原東1-9,1,,,,,,,,,34.60540379,135.5770822,
2669,E2710002333201,市営長吉長原東住宅７号館,大阪府大阪市平野区長吉長原東1-9,1,,,,,,,,,34.60475914,135.5770446,
2670,E2710002334202,市営長吉長原東住宅３号館,大阪府大阪市平野区長吉長原東2-1,1,,,,,,,,,34.60310753,135.574281,
2671,E2710002334201,市営長吉長原東住宅４号館,大阪府大阪市平野区長吉長原東2-1,1,,,,,,,,,34.60326649,135.5747262,
2672,E2710002335202,市営長吉長原東住宅１０号館,大阪府大阪市平野区長吉長原東2-5,1,,,,,,,,,34.60342127,135.5759557,
2673,E2710002335201,市営長吉長原東住宅１１号館,大阪府大阪市平野区長吉長原東2-5,1,,,,,,,,,34.60338153,135.5768462,
2674,E2710002336201,市営長吉長原東住宅１２号館,大阪府大阪市平野区長吉長原東2-6,1,,,,,,,,,34.60225558,135.5776454,
2675,E2710002337201,市営長吉長原東住宅１３号館,大阪府大阪市平野区長吉長原東2-7,1,,,,,,,,,34.60256466,135.5794425,
2676,E2710002338201,長吉東部中央公園,大阪府大阪市平野区長吉長原東2-9,,,,1,1,,,,,34.60297239,135.5777155,
2677,E2710002339201,長原小学校,大阪府大阪市平野区長吉長原東3-10-9,1,,,,,,,,1,34.59958168,135.5773242,
2678,E2710002339202,長原小学校（運動場）,大阪府大阪市平野区長吉長原東3-10-9,,,,1,1,,,,1,34.59923119,135.5776367,
2679,E2710002340201,市営長吉長原東第４住宅３８号館,大阪府大阪市平野区長吉長原東3-3,1,,,,,,,,,34.59921757,135.5766691,
2680,E2710002341201,市営長吉長原東第４住宅３７号館,大阪府大阪市平野区長吉長原東3-4,1,,,,,,,,,34.60023764,135.5766954,
2681,E2710002342203,市営長吉六反第１住宅１号館,大阪府大阪市平野区長吉六反1-11,1,,,,,,,,,34.60900538,135.5794906,
2682,E2710002342201,市営長吉六反第１住宅３号館,大阪府大阪市平野区長吉六反1-11,1,,,,,,,,,34.60911135,135.5802148,
2683,E2710002342202,市営長吉六反第１住宅２号館,大阪府大阪市平野区長吉六反1-11,1,,,,,,,,,34.60882436,135.5805903,
2684,E2710002343201,六反赤坂公園,大阪府大阪市平野区長吉六反1-14,,,,1,1,,,,,34.60818998,135.5818183,
2685,E2710002344201,六反さくら公園,大阪府大阪市平野区長吉六反1-5,,,,1,1,,,,,34.60988735,135.5806273,
2686,E2710002345201,市営長吉長原東住宅１６号館,大阪府大阪市平野区長吉六反3-11,1,,,,,,,,,34.60258751,135.5804361,
2687,E2710002346201,六反南公園,大阪府大阪市平野区長吉六反3-17,,,,1,1,,,,,34.6053649,135.5814328,
2688,E2710002347201,長吉南小学校,大阪府大阪市平野区長吉六反3-2-17,1,,,,,,,,1,34.60464534,135.5787319,
2689,E2710002347202,長吉南小学校（運動場）,大阪府大阪市平野区長吉六反3-2-17,,,,1,1,,,,1,34.60454194,135.5782978,
2690,E2710002348201,六反西公園,大阪府大阪市平野区長吉六反3-4,,,,1,1,,,,,34.60477834,135.5790952,
2691,E2710002349202,市営長吉長原東住宅１４号館,大阪府大阪市平野区長吉六反3-8,1,,,,,,,,,34.60315865,135.5804321,
2692,E2710002349201,市営長吉長原東住宅１５号館,大阪府大阪市平野区長吉六反3-8,1,,,,,,,,,34.60313639,135.5812775,
2693,E2710002350201,市営長吉六反北３号館,大阪府大阪市平野区長吉六反4-5-3,1,,,,,,,,,34.608257,135.584115,
2694,E2710002351201,六反東公園,大阪府大阪市平野区長吉六反4-7,,,,1,1,,,,,34.6068295,135.5850611,
2695,E2710002352201,市営長吉六反北住宅１号館,大阪府大阪市平野区長吉六反4-8-1,1,,,,,,,,,34.608757,135.58491,
2696,E2710002353201,市営長吉六反北住宅２号館,大阪府大阪市平野区長吉六反4-8-2,1,,,,,,,,,34.608176,135.585342,
2697,E2710002354201,長吉六反中学校,大阪府大阪市平野区長吉六反4-9-61,1,,,,,,,,1,34.60880357,135.585768,
2698,E2710002354202,長吉六反中学校（運動場）,大阪府大阪市平野区長吉六反4-9-61,,,,1,1,,,,1,34.60865787,135.5865476,
2699,E2710002355202,もと長吉六反小学校（運動場）,大阪府大阪市平野区長吉六反5-3-41,,,,1,1,,,,1,34.60635793,135.5864844,
2700,E2710002355201,長吉六反小学校,大阪府大阪市平野区長吉六反5-3-41,1,,,,,,,,1,34.60648542,135.5860861,
2701,E2710002934201,市営長吉六反東第１住宅１号棟,大阪府大阪市平野区長吉六反5-8-1,1,,,,,,,,,34.604005,135.584389,
2702,E2710002935201,市営長吉六反東第１住宅２号棟,大阪府大阪市平野区長吉六反5-8-2,1,,,,,,,,,34.604464,135.584636,
2703,E2710002356201,平野中学校,大阪府大阪市平野区背戸口1-16-26,1,,,,,,,,1,34.62363875,135.5422718,
2704,E2710002356202,平野中学校（運動場）,大阪府大阪市平野区背戸口1-16-26,,,,1,1,,,,1,34.62327235,135.5429388,
2705,E2710002357202,新平野西小学校（運動場）,大阪府大阪市平野区背戸口1-5-22,,,,1,1,,,,1,34.62438676,135.5410737,
2706,E2710002357201,新平野西小学校,大阪府大阪市平野区背戸口1-5-22,1,,,,,,,,1,34.62436027,135.5419785,
2707,E2710002358202,平野西小学校（運動場）,大阪府大阪市平野区背戸口4-1-31,,,,1,1,,,,1,34.6249897,135.5472531,
2708,E2710002358201,平野西小学校,大阪府大阪市平野区背戸口4-1-31,1,,,,,,,,1,34.62490436,135.5477341,
2709,E2710002359201,背戸口公園,大阪府大阪市平野区背戸口5-2,,,,1,1,,,,,34.62278444,135.5474875,
2710,E2710002360201,元六公園,大阪府大阪市平野区平野宮町1-3,,,,1,1,,,,,34.6283345,135.5517289,
2711,E2710002361201,杭全公園,大阪府大阪市平野区平野宮町1-7,,,,1,1,,,,,34.62731607,135.5553535,
2712,E2710002362202,平野北中学校（運動場）,大阪府大阪市平野区平野宮町1-8-55,,,,1,1,,,,1,34.62844601,135.5534076,
2713,E2710002362201,平野北中学校,大阪府大阪市平野区平野宮町1-8-55,1,,,,,,,,1,34.62804433,135.5533146,
2714,E2710002363202,平野小学校（運動場）,大阪府大阪市平野区平野宮町1-9-29,,,,1,1,,,,1,34.62712813,135.5538411,
2715,E2710002363201,平野小学校,大阪府大阪市平野区平野宮町1-9-29,1,,,,,,,,1,34.62712666,135.5545581,
2716,E2710002364201,坂上公園,大阪府大阪市平野区平野市町1-8,,,,1,1,,,,,34.62808256,135.5573672,
2717,E2710002365201,京町公園,大阪府大阪市平野区平野市町3-10,,,,1,1,,,,,34.6257521,135.5583919,
2718,E2710002366201,東住吉高等学校（運動場）,大阪府大阪市平野区平野西2-3-77,,,,1,1,,,,1,34.61772714,135.5427186,
2719,E2710002367202,摂陽中学校（運動場）,大阪府大阪市平野区平野西3-4-7,,,,1,1,,,,1,34.62047662,135.545948,
2720,E2710002367201,摂陽中学校,大阪府大阪市平野区平野西3-4-7,1,,,,,,,,1,34.62021175,135.5457531,
2721,E2710002368201,平野西公園,大阪府大阪市平野区平野西3-5,,,,1,1,,,,,34.61924109,135.5463083,
2722,E2710002369201,平野公園,大阪府大阪市平野区平野東2-11,,,,1,1,,,,,34.62268592,135.5596605,
2723,E2710002371201,平野野堂公園,大阪府大阪市平野区平野南1-2,,,,1,1,,,,,34.62038051,135.558025,
2724,E2710002372201,平野南小学校,大阪府大阪市平野区平野南2-3-8,1,,,,,,,,1,34.61799393,135.5586299,
2725,E2710002372202,平野南小学校（運動場）,大阪府大阪市平野区平野南2-3-8,,,,1,1,,,,1,34.61789166,135.5581623,
2726,E2710002373201,市営平野東住宅１号館,大阪府大阪市平野区平野南3-10,1,,,,,,,,,34.61949296,135.5604976,
2727,E2710002374201,市営平野東住宅５号館,大阪府大阪市平野区平野南3-11,1,,,,,,,,,34.61870715,135.5607551,
2728,E2710002374202,市営平野東住宅４号館,大阪府大阪市平野区平野南3-11,1,,,,,,,,,34.61879986,135.5615543,
2729,E2710002374203,平野南公園,大阪府大阪市平野区平野南3-11,,,,1,1,,,,,34.61827634,135.5605211,
2730,E2710002375201,市営平野東住宅３号館,大阪府大阪市平野区平野南3-9,1,,,,,,,,,34.61947088,135.5613183,
2731,E2710002376201,平野北公園,大阪府大阪市平野区平野北1-1,,,,1,1,,,,,34.63358489,135.5509444,
2732,E2710002377201,大阪教育大学附属平野中学校・高等学校平野校舎（運動場）,大阪府大阪市平野区流町2-1-24,,,,1,1,,,,1,34.61728376,135.54987,
2733,E2710002378201,国分寺公園,大阪府大阪市北区国分寺1-5,,,,1,1,,,,,34.71025619,135.5148366,
2734,E2710002379201,黒崎町公園,大阪府大阪市北区黒崎町5,,,,1,1,,,,,34.7072435,135.5088153,
2735,E2710002381203,大阪府立桜和高等学校（運動場）,大阪府大阪市北区松ケ枝町1-38,,,,1,1,,,,1,34.698654,135.517975,
2736,E2710002382202,天満中学校（運動場）,大阪府大阪市北区神山町12-9,,,,1,1,,,,1,34.70367797,135.5069831,
2737,E2710002382201,天満中学校,大阪府大阪市北区神山町12-9,1,,,,1,,,,1,34.70319285,135.5069169,
2738,E2710002384201,菅北公園,大阪府大阪市北区菅栄町4,,,,1,1,,,,,34.70879406,135.5145533,
2739,E2710002385202,菅北小学校（運動場）,大阪府大阪市北区菅栄町9-5,,,,1,1,,,,1,34.70867066252,135.51385944233,
2740,E2710002385201,菅北小学校,大阪府大阪市北区菅栄町9-5,1,,,,1,,,,1,34.70882060573,135.51357865767,
2741,E2710002386201,菅南幼稚園（運動場）,大阪府大阪市北区菅原町11-2,,,,1,1,,,,1,34.69383541,135.5101228,
2742,E2710002387202,西天満小学校（運動場）,大阪府大阪市北区西天満3-12-21,,,,1,1,,,,1,34.6964161,135.5067585,
2743,E2710002387201,西天満小学校,大阪府大阪市北区西天満3-12-21,1,,,,1,,,,1,34.69655283,135.5070625,
2744,E2710002388201,西天満どんぐり公園,大阪府大阪市北区西天満3-7,,,,1,1,,,,,34.69591659,135.5079257,
2745,E2710002389201,西天満公園,大阪府大阪市北区西天満5-7,,,,1,1,,,,,34.69855569,135.5080395,
2746,E2710002390201,扇町公園,大阪府大阪市北区扇町1-1,,,,1,1,,,,1,34.70386909,135.5089794,
2747,E2710002392201,市営扇町住宅１号館,大阪府大阪市北区扇町2-3,1,,,,1,,,,,34.70535699,135.5080869,
2748,E2710002954201,パークタワー梅田,大阪府大阪市北区扇町2-6-17,1,,,,1,,,,,34.705251,135.505924,
2749,E2710002393202,扇町小学校（運動場）,大阪府大阪市北区扇町2-7-24,,,,1,1,,,,1,34.70437094,135.5068964,
2750,E2710002393201,扇町小学校,大阪府大阪市北区扇町2-7-24,1,,,,1,,,,1,34.704677689925,135.50647338095,
2751,E2710002866201,梅田ガーデン（２階外部廊下）,大阪府大阪市北区曽根崎2-15-1,,,,1,,,,,1,34.701239,135.501432,
2752,E2710003034201,グラングリーン大阪　南館,大阪府大阪市北区大深町1-39,1,,,,1,,,,,34.7026,135.491665,
2753,E2710003018201,グラングリーン大阪　北館,大阪府大阪市北区大深町1-40,1,,,,1,,,,,34.706093,135.493129,
2754,E2710002395201,平成医療学園専門学校　なにわ歯科衛生専門学校,大阪府大阪市北区大深町2-179,1,,,,1,,,,,34.70887038,135.4947888,
2755,E2710002396201,大淀中公園,大阪府大阪市北区大淀中1-9,,,,1,,,,,,34.70500796,135.4886875,
2756,E2710002397201,大淀中学校,大阪府大阪市北区大淀中2-1-11,1,,,,1,,,,1,34.7037607,135.4865098,
2757,E2710002397202,大淀中学校（運動場）,大阪府大阪市北区大淀中2-1-11,,,,1,,,,,1,34.70400547,135.4868656,
2758,E2710002398202,大淀小学校（運動場）,大阪府大阪市北区大淀中4-10-33,,,,1,,,,,1,34.70363913,135.4823457,
2759,E2710002398201,大淀小学校,大阪府大阪市北区大淀中4-10-33,1,,,,1,,,,1,34.70399194,135.482403,
2760,E2710002868201,セレッソフットサルパ－ク,大阪府大阪市北区大淀中5-12-39,,,,1,,,,,,34.704838,135.480637,
2761,E2710002399201,大淀中５公園,大阪府大阪市北区大淀中5-8,,,,1,,,,,,34.70286019,135.4811624,
2762,E2710002400201,ＪＴ大阪ビル,大阪府大阪市北区大淀南1-5-10,1,,,,1,,,,,34.70322827,135.4895257,
2763,E2710002401201,大淀南公園,大阪府大阪市北区大淀南1-8,,,,1,,,,,,34.70348093,135.487933,
2764,E2710002402201,特別養護老人ホーム　淳風おおさか,大阪府大阪市北区大淀南2-5-20,1,,,,1,,,,1,34.7007994,135.4853586,
2765,E2710002403201,（宗）本門佛立宗清風寺,大阪府大阪市北区大淀南2-5-5,1,,,,1,,,,,34.70070639,135.485096,
2766,E2710002404201,浦江公園,大阪府大阪市北区大淀南3-3,,,,1,,,,,,34.70138625,135.4826538,
2767,E2710002405201,大淀北公園,大阪府大阪市北区大淀北1-4,,,,1,,,,,,34.70795167,135.486645,
2768,E2710002406201,市営大淀北住宅１号館,大阪府大阪市北区大淀北1-5-19,1,,,,1,,,,,34.70849533,135.485512,
2769,E2710002407201,株式会社ヒラカワ本社ビル,大阪府大阪市北区大淀北1-9-5,1,,,,1,,,,,34.707227,135.483013,
2770,E2710002408201,大淀西公園,大阪府大阪市北区大淀北2-1,,,,1,,,,,,34.70476024,135.4785602,
2771,E2710002411201,ヴェルデミキ,大阪府大阪市北区中崎西2-3-28,1,,,,1,,,,,34.70642704,135.5030118,
2772,E2710002412201,シティハイツサルキ,大阪府大阪市北区中崎西2-3-36,1,,,,1,,,,,34.706248,135.503283,
2773,E2710002413201,中津東公園,大阪府大阪市北区中津2-1,,,,1,,,,,,34.71368702,135.498023,
2774,E2710002415201,中津公園,大阪府大阪市北区中津2-8,,,,1,,,,,,34.71491099,135.4963596,
2775,E2710002416201,中津小学校,大阪府大阪市北区中津3-34-18,1,,,,1,,,,1,34.71354765,135.4940067,
2776,E2710002416202,中津小学校（運動場）,大阪府大阪市北区中津3-34-18,,,,1,,,,,1,34.71331835,135.4943142,
2777,E2710002417201,中津中央公園,大阪府大阪市北区中津3-4,,,,1,,,,,,34.71014923,135.4933844,
2778,E2710002418201,大阪市立北スポーツセンター,大阪府大阪市北区中津3-4-27,1,,,,1,,,,,34.71033181,135.4926499,
2779,E2710002419201,中津南公園,大阪府大阪市北区中津5-3,,,,1,,,,,,34.70612239,135.4914174,
2780,E2710002420201,平成医療学園専門学校　中津第１校舎,大阪府大阪市北区中津6-10-15,1,,,,1,,,,,34.70983329,135.4908397,
2781,E2710002421201,市営中津第３住宅１号館,大阪府大阪市北区中津6-2-24,1,,,,1,,,,,34.70910732,135.4916275,
2782,E2710002422201,大阪ＹＭＣＡインターナショナルスクール　（西側校舎、東側校舎、体育館）,大阪府大阪市北区中津6-7-34,1,,,,1,,,,1,34.708546846917,135.48923320675,
2783,E2710002422202,大阪ＹＭＣＡインターナショナルスクール（運動場）,大阪府大阪市北区中津6-7-34,,,,1,,,,,1,34.70830982,135.4887893,
2784,E2710002423201,宝塚医療大学大阪中津キャンパス,大阪府大阪市北区中津6-9-38,1,,,,1,,,,,34.70999305,135.4901281,
2785,E2710002424201,阪急観光バス株式会社　（立体駐車場２階部分）,大阪府大阪市北区中津7-7-19,1,,,,1,,,,,34.70999221,135.4869995,
2786,E2710002425201,大阪市立科学館（南側広場）,大阪府大阪市北区中之島4-2-1,,,,1,1,,,,,34.691196,135.491999,
2787,E2710002426201,国立国際美術館,大阪府大阪市北区中之島4-2-55,1,,,,1,,,,,34.69179392,135.4919635,
2788,E2710002427201,大阪府立国際会議場（グランキューブ大阪）,大阪府大阪市北区中之島5-3-51,1,,,,1,,,,,34.689353,135.486283,
2789,E2710002857201,"大阪市立中之島小中一貫校
（運動場）",大阪府大阪市北区中之島6-1-53,,,,1,1,,,,1,34.688248,135.486771,
2790,E2710002428201,長柄西公園,大阪府大阪市北区長柄西1-7,,,,1,1,,,,,34.71467581,135.5141828,
2791,E2710002429201,豊仁小学校,大阪府大阪市北区長柄西2-6-20,1,,,,1,,,,1,34.717055974745,135.51340290979,
2792,E2710002429202,豊仁小学校（運動場）,大阪府大阪市北区長柄西2-6-20,,,,1,1,,,,1,34.71677378,135.5136408,
2793,E2710002430201,長柄公園,大阪府大阪市北区長柄西2-7,,,,1,1,,,,,34.7174185,135.5137421,
2794,E2710002431201,市営長柄中住宅２号館,大阪府大阪市北区長柄中1-1,1,,,,1,,,,,34.71073637,135.5151373,
2795,E2710002432201,市営長柄中住宅１号館,大阪府大阪市北区長柄中1-2,1,,,,1,,,,,34.71076115,135.514135,
2796,E2710002433201,豊崎東小学校,大阪府大阪市北区長柄中2-3-30,1,,,,1,,,,1,34.7132406,135.5159413,
2797,E2710002433202,豊崎東小学校（運動場）,大阪府大阪市北区長柄中2-3-30,,,,1,1,,,,1,34.71331557,135.5156695,
2798,E2710002434201,鶴満寺公園,大阪府大阪市北区長柄東1-3,,,,1,1,,,,,34.71132936,135.516388,
2799,E2710002435201,長柄東公園,大阪府大阪市北区長柄東1-6,,,,1,1,,,,,34.71209025,135.5190762,
2800,E2710002436201,さざなみプラザ,大阪府大阪市北区長柄東2-1-22,1,,,,1,,,,,34.713549,135.519761,
2801,E2710002437202,新豊崎中学校（運動場）,大阪府大阪市北区長柄東2-2-30,,,,1,1,,,,1,34.71312497,135.5179066,
2802,E2710002437201,新豊崎中学校,大阪府大阪市北区長柄東2-2-30,1,,,,1,,,,1,34.71334545,135.5172558,
2803,E2710002438201,市営長柄東住宅１号館,大阪府大阪市北区長柄東2-4-1,1,,,,1,,,,,34.71501,135.519308,
2804,E2710002439202,市営長柄東住宅２号館,大阪府大阪市北区長柄東2-5,1,,,,1,,,,,34.714458,135.5174563,
2805,E2710002439201,市営長柄東住宅３号館,大阪府大阪市北区長柄東2-5,1,,,,1,,,,,34.71407878,135.5174885,
2806,E2710002440202,市営長柄東住宅５号館,大阪府大阪市北区長柄東2-6,1,,,,1,,,,,34.71433894,135.5166302,
2807,E2710002440203,市営長柄東住宅４号館,大阪府大阪市北区長柄東2-6,1,,,,1,,,,,34.71393767,135.5166677,
2808,E2710002440201,市営長柄東住宅６号館,大阪府大阪市北区長柄東2-6,1,,,,1,,,,,34.7142287,135.5169735,
2809,E2710002441201,市営長柄東第２住宅１号館,大阪府大阪市北区長柄東2-7,1,,,,1,,,,,34.7153368,135.5162157,
2810,E2710002442201,毛馬桜之宮公園（毛馬公園）,大阪府大阪市北区長柄東2-9,,,,1,1,,,,,34.713205,135.5206949,
2811,E2710002443201,南天満公園,大阪府大阪市北区天神橋1-3,,,,1,1,,,,,34.69179421,135.5157121,
2812,E2710002444201,堀川児童遊園,大阪府大阪市北区天神橋3-4,,,,1,1,,,,,34.70045874,135.5121047,
2813,E2710002445201,大阪市立住まい情報センター等　建物,大阪府大阪市北区天神橋6-4-20,1,,,,1,,,,,34.71036716,135.5116217,
2814,E2710002446201,滝川小学校,大阪府大阪市北区天満1-24-15,1,,,,1,,,,1,34.69610135,135.5185889,
2815,E2710002446202,滝川小学校（運動場）,大阪府大阪市北区天満1-24-15,,,,1,1,,,,1,34.69603243,135.519128,
2816,E2710002447201,Ｍ’Ｓ　ＴＥＭＭＡ,大阪府大阪市北区天満3-1-8,1,,,,1,,,,,34.692522,135.515399,
2817,E2710002448201,滝川公園,大阪府大阪市北区天満4-7,,,,1,1,,,,,34.69412596,135.5146168,
2818,E2710002449201,北稜中学校,大阪府大阪市北区天満橋1-1-58,1,,,,1,,,,1,34.69841897,135.5208641,
2819,E2710002449202,北稜中学校（運動場）,大阪府大阪市北区天満橋1-1-58,,,,1,1,,,,1,34.69822491,135.5204582,
2820,E2710002450201,東天満公園,大阪府大阪市北区天満橋1-7,,,,1,1,,,,,34.70086427,135.5185984,
2821,E2710002451201,１２３＋Ｎ大阪本店,大阪府大阪市北区兎我野町16-11,1,,,,1,,,,,34.70065521,135.5023834,
2822,E2710002452201,兎我野町　聚楽マンション,大阪府大阪市北区兎我野町9-2,1,,,,1,,,,,34.70028306,135.5036896,
2823,E2710002453201,堀川小学校,大阪府大阪市北区東天満2-10-7,1,,,,1,,,,1,34.69765105,135.5128948,
2824,E2710002453202,堀川小学校（運動場）,大阪府大阪市北区東天満2-10-7,,,,1,1,,,,1,34.69788756,135.5132502,
2825,E2710002454201,ボートピア梅田（北大阪堂山ビル）,大阪府大阪市北区堂山町18-8,1,,,,1,,,,,34.70472557,135.50195,
2826,E2710002456201,西梅田公園,大阪府大阪市北区梅田2-6,,,,1,,,,,,34.69737882,135.490806,
2827,E2710002457201,毎日新聞大阪本社ビル・毎日インテシオ,大阪府大阪市北区梅田3-4-5,1,,,,1,,,,,34.698498,135.490248,
2828,E2710002458201,ＴＯＹＯＴＯＭｉ　ＳＴＡＹ　Ｐｒｅｍｉｕｍ　梅田Ⅱ,大阪府大阪市北区浮田1-5-13,1,,,,1,,,,,34.708621,135.50795,
2829,E2710002459201,浮田西児童遊園,大阪府大阪市北区浮田2-2,,,,1,1,,,,,34.70943722,135.5080414,
2830,E2710002460201,浮田公園,大阪府大阪市北区浮田2-5,,,,1,1,,,,,34.7096598,135.5075841,
2831,E2710002461201,コープ・ジャペン,大阪府大阪市北区豊崎2-8-11,1,,,,1,,,,,34.7109798,135.5006178,
2832,E2710002462201,豊崎南公園,大阪府大阪市北区豊崎3-7,,,,1,,,,,,34.71046032,135.4993275,
2833,E2710002463201,豊崎小学校,大阪府大阪市北区豊崎4-5-9,1,,,,1,,,,1,34.71260038,135.5005563,
2834,E2710002463202,豊崎小学校（運動場）,大阪府大阪市北区豊崎4-5-9,,,,1,,,,,1,34.71232698,135.5006386,
2835,E2710002464201,豊崎東公園,大阪府大阪市北区豊崎4-7,,,,1,,,,,,34.71256797,135.5017347,
2836,E2710002465201,豊崎西公園,大阪府大阪市北区豊崎5-5,,,,1,,,,,,34.71150504,135.4987947,
2837,E2710002466201,豊崎北公園,大阪府大阪市北区豊崎6-13,,,,1,,,,,,34.71646597,135.5021649,
2838,E2710002976201,能川ビル,大阪府大阪市北区豊崎6-4-5,1,,,,1,,,,,34.714031,135.500479,
2839,E2710002467201,豊崎中公園,大阪府大阪市北区豊崎7-1,,,,1,,,,,,34.71390367,135.4996258,
2840,E2710002956201,市営豊崎第１住宅１号館,大阪府大阪市北区豊崎7-5-1,1,,,,1,,,,,34.715186,135.498864,
2841,E2710002468201,本庄南公園,大阪府大阪市北区本庄西1-4,,,,1,,,,,,34.71183719,135.5065439,
2842,E2710002469201,豊崎本庄小学校,大阪府大阪市北区本庄西2-1-16,1,,,,1,,,,1,34.71276645,135.5059297,
2843,E2710002469202,豊崎本庄小学校（運動場）,大阪府大阪市北区本庄西2-1-16,,,,1,1,,,,1,34.71248423,135.5060388,
2844,E2710002471201,本庄公園,大阪府大阪市北区本庄西3-11,,,,1,,,,,,34.71568368,135.5043044,
2845,E2710002472201,ベルコ大阪法宴会館,大阪府大阪市北区本庄東1-1-50,1,,,,1,,,,,34.711411,135.510331,
2846,E2710002473201,ライフ本庄店,大阪府大阪市北区本庄東2-3-35,1,,,,1,,,,,34.714494,135.507959,
2847,E2710002474201,本庄川崎公園,大阪府大阪市北区本庄東2-6,,,,1,1,,,,,34.71332567,135.5082529,
2848,E2710002475201,本庄小公園,大阪府大阪市北区本庄東3-4,,,,1,1,,,,,34.71666307,135.5091158,
2849,E2710002476202,豊崎中学校（運動場）,大阪府大阪市北区本庄東3-4-8,,,,1,1,,,,1,34.7160385,135.5094061,
2850,E2710002476201,豊崎中学校,大阪府大阪市北区本庄東3-4-8,1,,,,1,,,,1,34.715628412547,135.50910388955,
2851,E2710002477201,市営大淀住宅１号館,大阪府大阪市北区本庄東3-6-6,1,,,,1,,,,,34.717089,135.509134,
2852,E2710002478201,ローレルタワー梅田,大阪府大阪市北区万歳町5-12,1,,,,1,,,,,34.706022,135.504818,
2853,E2710002479201,野崎公園,大阪府大阪市北区野崎町2,,,,1,1,,,,,34.70130032,135.5070733,
2854,E2710002480201,与力町公園,大阪府大阪市北区与力町5,,,,1,1,,,,,34.70101412,135.5143253,
2855,E2710002481201,第１０新興ビル,大阪府大阪市北区浪花町1-23,1,,,,1,,,,,34.70619381,135.5105917,
2856,E2710002485201,市営加島南第２住宅１号館,大阪府大阪市淀川区加島1-2-1,1,,,,1,,,,,34.72308236,135.4613884,
2857,E2710002486201,市営加島南第２住宅２号館,大阪府大阪市淀川区加島1-2-2,1,,,,1,,,,,34.72293112,135.4625939,
2858,E2710002487201,市営加島南第２住宅３号館,大阪府大阪市淀川区加島1-2-3,1,,,,1,,,,,34.72242407,135.4625778,
2859,E2710002483201,市営加島南第３住宅１号館,大阪府大阪市淀川区加島1-20-1,1,,,,1,,,,,34.72339619,135.4603969,
2860,E2710002484201,市営加島南第３住宅２号館,大阪府大阪市淀川区加島1-20-2,1,,,,1,,,,,34.7237886,135.45978,
2861,E2710002488201,市営加島南第４住宅１号館,大阪府大阪市淀川区加島1-30-1,1,,,,1,,,,,34.72447641,135.4603164,
2862,E2710002489201,加島南公園,大阪府大阪市淀川区加島1-31,,,,1,,,,,,34.72473461,135.4593314,
2863,E2710002490201,市営加島中住宅３号館,大阪府大阪市淀川区加島1-31-3,1,,,,1,,,,,34.72511034,135.459963,
2864,E2710002493201,市営加島住宅１４号館,大阪府大阪市淀川区加島1-38-14,1,,,,1,,,,,34.72636409,135.4587802,
2865,E2710002494201,新加島公園,大阪府大阪市淀川区加島1-41,,,,1,,,,,,34.72668334,135.4592967,
2866,E2710002495201,市営加島住宅１０号館,大阪府大阪市淀川区加島1-43,1,,,,1,,,,,34.72629307,135.4595307,
2867,E2710002496201,市営加島住宅１３号館,大阪府大阪市淀川区加島1-45-13,1,,,,1,,,,,34.72594965,135.4595956,
2868,E2710002497201,市営加島住宅１２号館,大阪府大阪市淀川区加島1-46-12,1,,,,1,,,,,34.72583943,135.4602929,
2869,E2710002498201,市営加島住宅１１号館,大阪府大阪市淀川区加島1-47-11,1,,,,1,,,,,34.72629796,135.4603412,
2870,E2710002499201,市営加島住宅８号館,大阪府大阪市淀川区加島1-48-8,1,,,,1,,,,,34.72660941,135.4597363,
